timestamp,asset_id,mode,outdoor_temp_c,outdoor_coil_temp_c,suction_pressure_kpa,discharge_pressure_kpa,suction_temp_c,discharge_temp_c,superheat_k,subcooling_k,compressor_command,outdoor_fan_command,reversing_valve_command,defrost_command,alarm_code,data_quality
2026-07-15T00:11:10,HP-01,heating,-1.993,1.007,432.229,1701.203,5.007,75.355,4.0,5.0,1,1,0,0,,good
2026-07-15T00:11:20,HP-01,heating,-1.993,1.007,432.254,1701.092,5.007,75.371,4.0,5.0,1,1,0,0,,good
2026-07-15T00:11:30,HP-01,heating,-1.992,1.008,432.278,1700.98,5.008,75.387,4.0,5.0,1,1,0,0,,good
2026-07-15T00:11:40,HP-01,heating,-1.992,1.008,432.303,1700.866,5.008,75.403,4.0,5.0,1,1,0,0,,good
2026-07-15T00:11:50,HP-01,heating,-1.992,1.008,432.326,1700.75,5.008,75.419,4.0,5.0,1,1,0,0,,good
2026-07-15T00:12:00,HP-01,heating,-1.992,1.008,432.35,1700.633,5.008,75.435,4.0,5.0,1,1,0,0,,good
2026-07-15T00:12:10,HP-01,heating,-1.992,1.008,432.373,1700.515,5.008,75.45,4.0,5.0,1,1,0,0,,good
2026-07-15T00:12:20,HP-01,heating,-1.991,1.009,432.396,1700.395,5.009,75.465,4.0,5.0,1,1,0,0,,good
2026-07-15T00:12:30,HP-01,heating,-1.991,1.009,432.418,1700.274,5.009,75.48,4.0,5.0,1,1,0,0,,good
2026-07-15T00:12:40,HP-01,heating,-1.991,1.009,432.44,1700.151,5.009,75.495,4.0,5.0,1,1,0,0,,good
2026-07-15T00:12:50,HP-01,heating,-1.991,1.009,432.462,1700.027,5.009,75.51,4.0,5.0,1,1,0,0,,good
2026-07-15T00:13:00,HP-01,heating,-1.99,1.01,432.483,1699.902,5.01,75.524,4.0,5.0,1,1,0,0,,good
2026-07-15T00:13:10,HP-01,heating,-1.99,1.01,432.504,1699.775,5.01,75.539,4.0,5.0,1,1,0,0,,good
2026-07-15T00:13:20,HP-01,heating,-1.99,1.01,432.524,1699.647,5.01,75.553,4.0,5.0,1,1,0,0,,good
2026-07-15T00:13:30,HP-01,heating,-1.99,1.01,432.544,1699.518,5.01,75.567,4.0,5.0,1,1,0,0,,good
2026-07-15T00:13:40,HP-01,heating,-1.989,1.011,432.564,1699.387,5.011,75.58,4.0,5.0,1,1,0,0,,good
2026-07-15T00:13:50,HP-01,heating,-1.989,1.011,432.583,1699.255,5.011,75.594,4.0,5.0,1,1,0,0,,good
2026-07-15T00:14:00,HP-01,heating,-1.989,1.011,432.602,1699.121,5.011,75.607,4.0,5.0,1,1,0,0,,good
2026-07-15T00:14:10,HP-01,heating,-1.989,1.011,432.621,1698.986,5.011,75.62,4.0,5.0,1,1,0,0,,good
2026-07-15T00:14:20,HP-01,heating,-1.988,1.012,432.639,1698.85,5.012,75.633,4.0,5.0,1,1,0,0,,good
2026-07-15T00:14:30,HP-01,heating,-1.988,1.012,432.656,1698.712,5.012,75.646,4.0,5.0,1,1,0,0,,good
2026-07-15T00:14:40,HP-01,heating,-1.988,1.012,432.674,1698.574,5.012,75.659,4.0,5.0,1,1,0,0,,good
2026-07-15T00:14:50,HP-01,heating,-1.987,1.013,432.69,1698.434,5.013,75.671,4.0,5.0,1,1,0,0,,good
2026-07-15T00:15:00,HP-01,heating,-1.987,1.013,432.707,1698.292,5.013,75.683,4.0,5.0,1,1,0,0,,good
2026-07-15T00:15:10,HP-01,heating,-1.987,1.013,432.723,1698.15,5.013,75.695,4.0,5.0,1,1,0,0,,good
2026-07-15T00:15:20,HP-01,heating,-1.987,1.013,432.738,1698.006,5.013,75.707,4.0,5.0,1,1,0,0,,good
2026-07-15T00:15:30,HP-01,heating,-1.986,1.014,432.753,1697.861,5.014,75.718,4.0,5.0,1,1,0,0,,good
2026-07-15T00:15:40,HP-01,heating,-1.986,1.014,432.768,1697.714,5.014,75.729,4.0,5.0,1,1,0,0,,good
2026-07-15T00:15:50,HP-01,heating,-1.986,1.014,432.782,1697.567,5.014,75.74,4.0,5.0,1,1,0,0,,good
2026-07-15T00:16:00,HP-01,heating,-1.985,1.015,432.796,1697.418,5.015,75.751,4.0,5.0,1,1,0,0,,good
2026-07-15T00:16:10,HP-01,heating,-1.985,1.015,432.809,1697.268,5.015,75.762,4.0,5.0,1,1,0,0,,good
2026-07-15T00:16:20,HP-01,heating,-1.985,1.015,432.822,1697.116,5.015,75.772,4.0,5.0,1,1,0,0,,good
2026-07-15T00:16:30,HP-01,heating,-1.984,1.016,432.835,1696.964,5.016,75.782,4.0,5.0,1,1,0,0,,good
2026-07-15T00:16:40,HP-01,heating,-1.984,1.016,432.847,1696.81,5.016,75.792,4.0,5.0,1,1,0,0,,good
2026-07-15T00:16:50,HP-01,heating,-1.984,1.016,432.859,1696.656,5.016,75.802,4.0,5.0,1,1,0,0,,good
2026-07-15T00:17:00,HP-01,heating,-1.984,1.016,432.87,1696.5,5.016,75.812,4.0,5.0,1,1,0,0,,good
2026-07-15T00:17:10,HP-01,heating,-1.983,1.017,432.88,1696.342,5.017,75.821,4.0,5.0,1,1,0,0,,good
2026-07-15T00:17:20,HP-01,heating,-1.983,1.017,432.891,1696.184,5.017,75.83,4.0,5.0,1,1,0,0,,good
2026-07-15T00:17:30,HP-01,heating,-1.983,1.017,432.9,1696.025,5.017,75.839,4.0,5.0,1,1,0,0,,good
2026-07-15T00:17:40,HP-01,heating,-1.982,1.018,432.91,1695.864,5.018,75.848,4.0,5.0,1,1,0,0,,good
2026-07-15T00:17:50,HP-01,heating,-1.982,1.018,432.919,1695.703,5.018,75.856,4.0,5.0,1,1,0,0,,good
2026-07-15T00:18:00,HP-01,heating,-1.982,1.018,432.927,1695.54,5.018,75.864,4.0,5.0,1,1,0,0,,good
2026-07-15T00:18:10,HP-01,heating,-1.981,1.019,432.935,1695.377,5.019,75.872,4.0,5.0,1,1,0,0,,good
2026-07-15T00:18:20,HP-01,heating,-1.981,1.019,432.943,1695.212,5.019,75.88,4.0,5.0,1,1,0,0,,good
2026-07-15T00:18:30,HP-01,heating,-1.98,1.02,432.95,1695.046,5.02,75.887,4.0,5.0,1,1,0,0,,good
2026-07-15T00:18:40,HP-01,heating,-1.98,1.02,432.956,1694.879,5.02,75.894,4.0,5.0,1,1,0,0,,good
2026-07-15T00:18:50,HP-01,heating,-1.98,1.02,432.962,1694.711,5.02,75.901,4.0,5.0,1,1,0,0,,good
2026-07-15T00:19:00,HP-01,heating,-1.979,1.021,432.968,1694.542,5.021,75.908,4.0,5.0,1,1,0,0,,good
2026-07-15T00:19:10,HP-01,heating,-1.979,1.021,432.973,1694.372,5.021,75.915,4.0,5.0,1,1,0,0,,good
2026-07-15T00:19:20,HP-01,heating,-1.979,1.021,432.978,1694.201,5.021,75.921,4.0,5.0,1,1,0,0,,good
2026-07-15T00:19:30,HP-01,heating,-1.978,1.022,432.982,1694.029,5.022,75.927,4.0,5.0,1,1,0,0,,good
2026-07-15T00:19:40,HP-01,heating,-1.978,1.022,432.986,1693.856,5.022,75.933,4.0,5.0,1,1,0,0,,good
2026-07-15T00:19:50,HP-01,heating,-1.978,1.022,432.99,1693.682,5.022,75.939,4.0,5.0,1,1,0,0,,good
2026-07-15T00:20:00,HP-01,heating,-1.977,1.023,432.992,1693.508,5.023,75.944,4.0,5.0,1,1,0,0,,good
2026-07-15T00:20:10,HP-01,heating,-1.977,1.023,432.995,1693.332,5.023,75.949,4.0,5.0,1,1,0,0,,good
2026-07-15T00:20:20,HP-01,heating,-1.976,1.024,432.997,1693.155,5.024,75.954,4.0,5.0,1,1,0,0,,good
2026-07-15T00:20:30,HP-01,heating,-1.976,1.024,432.998,1692.977,5.024,75.958,4.0,5.0,1,1,0,0,,good
2026-07-15T00:20:40,HP-01,heating,-1.976,1.024,432.999,1692.799,5.024,75.963,4.0,5.0,1,1,0,0,,good
2026-07-15T00:20:50,HP-01,heating,-1.975,1.025,433.0,1692.62,5.025,75.967,4.0,5.0,1,1,0,0,,good
2026-07-15T00:21:00,HP-01,heating,-1.975,1.025,433.0,1692.439,5.025,75.971,4.0,5.0,1,1,0,0,,good
2026-07-15T00:21:10,HP-01,heating,-1.974,1.026,433.0,1692.258,5.026,75.975,4.0,5.0,1,1,0,0,,good
2026-07-15T00:21:20,HP-01,heating,-1.974,1.026,432.999,1692.076,5.026,75.978,4.0,5.0,1,1,0,0,,good
2026-07-15T00:21:30,HP-01,heating,-1.974,1.026,432.997,1691.893,5.026,75.981,4.0,5.0,1,1,0,0,,good
2026-07-15T00:21:40,HP-01,heating,-1.973,1.027,432.996,1691.71,5.027,75.984,4.0,5.0,1,1,0,0,,good
2026-07-15T00:21:50,HP-01,heating,-1.973,1.027,432.993,1691.525,5.027,75.987,4.0,5.0,1,1,0,0,,good
2026-07-15T00:22:00,HP-01,heating,-1.972,1.028,432.991,1691.34,5.028,75.989,4.0,5.0,1,1,0,0,,good
2026-07-15T00:22:10,HP-01,heating,-1.972,1.028,432.987,1691.154,5.028,75.991,4.0,5.0,1,1,0,0,,good
2026-07-15T00:22:20,HP-01,heating,-1.972,1.028,432.984,1690.967,5.028,75.993,4.0,5.0,1,1,0,0,,good
2026-07-15T00:22:30,HP-01,heating,-1.971,1.029,432.98,1690.779,5.029,75.995,4.0,5.0,1,1,0,0,,good
2026-07-15T00:22:40,HP-01,heating,-1.971,1.029,432.975,1690.591,5.029,75.996,4.0,5.0,1,1,0,0,,good
2026-07-15T00:22:50,HP-01,heating,-1.97,1.03,432.97,1690.402,5.03,75.998,4.0,5.0,1,1,0,0,,good
2026-07-15T00:23:00,HP-01,heating,-1.97,1.03,432.964,1690.212,5.03,75.999,4.0,5.0,1,1,0,0,,good
2026-07-15T00:23:10,HP-01,heating,-1.969,1.031,432.958,1690.022,5.031,75.999,4.0,5.0,1,1,0,0,,good
2026-07-15T00:23:20,HP-01,heating,-1.969,1.031,432.952,1689.83,5.031,76.0,4.0,5.0,1,1,0,0,,good
2026-07-15T00:23:30,HP-01,heating,-1.968,1.032,432.945,1689.639,5.032,76.0,4.0,5.0,1,1,0,0,,good
2026-07-15T00:23:40,HP-01,heating,-1.968,1.032,432.938,1689.446,5.032,76.0,4.0,5.0,1,1,0,0,,good
2026-07-15T00:23:50,HP-01,heating,-1.968,1.032,432.93,1689.253,5.032,76.0,4.0,5.0,1,1,0,0,,good
2026-07-15T00:24:00,HP-01,heating,-1.967,1.033,432.922,1689.059,5.033,75.999,4.0,5.0,1,1,0,0,,good
2026-07-15T00:24:10,HP-01,heating,-1.967,1.033,432.913,1688.864,5.033,75.998,4.0,5.0,1,1,0,0,,good
2026-07-15T00:24:20,HP-01,heating,-1.966,1.034,432.904,1688.669,5.034,75.997,4.0,5.0,1,1,0,0,,good
2026-07-15T00:24:30,HP-01,heating,-1.966,1.034,432.894,1688.474,5.034,75.996,4.0,5.0,1,1,0,0,,good
2026-07-15T00:24:40,HP-01,heating,-1.965,1.035,432.884,1688.277,5.035,75.995,4.0,5.0,1,1,0,0,,good
2026-07-15T00:24:50,HP-01,heating,-1.965,1.035,432.873,1688.08,5.035,75.993,4.0,5.0,1,1,0,0,,good
2026-07-15T00:25:00,HP-01,heating,-1.964,1.036,432.862,1687.883,5.036,75.991,4.0,5.0,1,1,0,0,,good
2026-07-15T00:25:10,HP-01,heating,-1.964,1.036,432.851,1687.685,5.036,75.989,4.0,5.0,1,1,0,0,,good
2026-07-15T00:25:20,HP-01,heating,-1.963,1.037,432.839,1687.487,5.037,75.986,4.0,5.0,1,1,0,0,,good
2026-07-15T00:25:30,HP-01,heating,-1.963,1.037,432.827,1687.288,5.037,75.983,4.0,5.0,1,1,0,0,,good
2026-07-15T00:25:40,HP-01,heating,-1.962,1.038,432.814,1687.088,5.038,75.98,4.0,5.0,1,1,0,0,,good
2026-07-15T00:25:50,HP-01,heating,-1.962,1.038,432.801,1686.888,5.038,75.977,4.0,5.0,1,1,0,0,,good
2026-07-15T00:26:00,HP-01,heating,-1.961,1.039,432.787,1686.687,5.039,75.974,4.0,5.0,1,1,0,0,,good
2026-07-15T00:26:10,HP-01,heating,-1.961,1.039,432.773,1686.486,5.039,75.97,4.0,5.0,1,1,0,0,,good
2026-07-15T00:26:20,HP-01,heating,-1.96,1.04,432.758,1686.285,5.04,75.966,4.0,5.0,1,1,0,0,,good
2026-07-15T00:26:30,HP-01,heating,-1.96,1.04,432.743,1686.083,5.04,75.962,4.0,5.0,1,1,0,0,,good
2026-07-15T00:26:40,HP-01,heating,-1.959,1.041,432.728,1685.881,5.041,75.957,4.0,5.0,1,1,0,0,,good
2026-07-15T00:26:50,HP-01,heating,-1.959,1.041,432.712,1685.678,5.041,75.953,4.0,5.0,1,1,0,0,,good
2026-07-15T00:27:00,HP-01,heating,-1.958,1.042,432.696,1685.475,5.042,75.948,4.0,5.0,1,1,0,0,,good
2026-07-15T00:27:10,HP-01,heating,-1.958,1.042,432.679,1685.272,5.042,75.943,4.0,5.0,1,1,0,0,,good
2026-07-15T00:27:20,HP-01,heating,-1.957,1.043,432.662,1685.068,5.043,75.937,4.0,5.0,1,1,0,0,,good
2026-07-15T00:27:30,HP-01,heating,-1.957,1.043,432.645,1684.864,5.043,75.931,4.0,5.0,1,1,0,0,,good
2026-07-15T00:27:40,HP-01,heating,-1.956,1.044,432.627,1684.659,5.044,75.926,4.0,5.0,1,1,0,0,,good
2026-07-15T00:27:50,HP-01,heating,-1.956,1.044,432.608,1684.454,5.044,75.919,4.0,5.0,1,1,0,0,,good
2026-07-15T00:28:00,HP-01,heating,-1.955,1.045,432.59,1684.249,5.045,75.913,4.0,5.0,1,1,0,0,,good
2026-07-15T00:28:10,HP-01,heating,-1.955,1.045,432.57,1684.044,5.045,75.907,4.0,5.0,1,1,0,0,,good
2026-07-15T00:28:20,HP-01,heating,-1.954,1.046,432.551,1683.838,5.046,75.9,4.0,5.0,1,1,0,0,,good
2026-07-15T00:28:30,HP-01,heating,-1.954,1.046,432.531,1683.632,5.046,75.893,4.0,5.0,1,1,0,0,,good
2026-07-15T00:28:40,HP-01,heating,-1.953,1.047,432.511,1683.426,5.047,75.885,4.0,5.0,1,1,0,0,,good
2026-07-15T00:28:50,HP-01,heating,-1.953,1.047,432.49,1683.219,5.047,75.878,4.0,5.0,1,1,0,0,,good
2026-07-15T00:29:00,HP-01,heating,-1.952,1.048,432.469,1683.013,5.048,75.87,4.0,5.0,1,1,0,0,,good
2026-07-15T00:29:10,HP-01,heating,-1.951,1.049,432.447,1682.806,5.049,75.862,4.0,5.0,1,1,0,0,,good
2026-07-15T00:29:20,HP-01,heating,-1.951,1.049,432.425,1682.599,5.049,75.854,4.0,5.0,1,1,0,0,,good
2026-07-15T00:29:30,HP-01,heating,-1.95,1.05,432.403,1682.391,5.05,75.845,4.0,5.0,1,1,0,0,,good
2026-07-15T00:29:40,HP-01,heating,-1.95,1.05,432.381,1682.184,5.05,75.837,4.0,5.0,1,1,0,0,,good
2026-07-15T00:29:50,HP-01,heating,-1.949,1.051,432.358,1681.976,5.051,75.828,4.0,5.0,1,1,0,0,,good
2026-07-15T00:30:00,HP-01,heating,-1.949,1.051,432.334,1681.768,5.051,75.819,4.0,5.0,1,1,0,0,,good
2026-07-15T00:30:10,HP-01,heating,-1.948,1.052,432.31,1681.561,5.052,75.809,4.0,5.0,1,1,0,0,,good
2026-07-15T00:30:20,HP-01,heating,-1.948,1.052,432.286,1681.353,5.052,75.8,4.0,5.0,1,1,0,0,,good
2026-07-15T00:30:30,HP-01,heating,-1.947,1.053,432.262,1681.145,5.053,75.79,4.0,5.0,1,1,0,0,,good
2026-07-15T00:30:40,HP-01,heating,-1.946,1.054,432.237,1680.936,5.054,75.78,4.0,5.0,1,1,0,0,,good
2026-07-15T00:30:50,HP-01,heating,-1.946,1.054,432.212,1680.728,5.054,75.77,4.0,5.0,1,1,0,0,,good
2026-07-15T00:31:00,HP-01,heating,-1.945,1.055,432.186,1680.52,5.055,75.759,4.0,5.0,1,1,0,0,,good
2026-07-15T00:31:10,HP-01,heating,-1.945,1.055,432.161,1680.312,5.055,75.748,4.0,5.0,1,1,0,0,,good
2026-07-15T00:31:20,HP-01,heating,-1.944,1.056,432.134,1680.103,5.056,75.738,4.0,5.0,1,1,0,0,,good
2026-07-15T00:31:30,HP-01,heating,-1.943,1.057,432.108,1679.895,5.057,75.726,4.0,5.0,1,1,0,0,,good
2026-07-15T00:31:40,HP-01,heating,-1.943,1.057,432.081,1679.687,5.057,75.715,4.0,5.0,1,1,0,0,,good
2026-07-15T00:31:50,HP-01,heating,-1.942,1.058,432.054,1679.478,5.058,75.704,4.0,5.0,1,1,0,0,,good
2026-07-15T00:32:00,HP-01,heating,-1.942,1.058,432.026,1679.27,5.058,75.692,4.0,5.0,1,1,0,0,,good
2026-07-15T00:32:10,HP-01,heating,-1.941,1.059,431.999,1679.062,5.059,75.68,4.0,5.0,1,1,0,0,,good
2026-07-15T00:32:20,HP-01,heating,-1.94,1.06,431.97,1678.854,5.06,75.668,4.0,5.0,1,1,0,0,,good
2026-07-15T00:32:30,HP-01,heating,-1.94,1.06,431.942,1678.646,5.06,75.655,4.0,5.0,1,1,0,0,,good
2026-07-15T00:32:40,HP-01,heating,-1.939,1.061,431.913,1678.438,5.061,75.643,4.0,5.0,1,1,0,0,,good
2026-07-15T00:32:50,HP-01,heating,-1.939,1.061,431.884,1678.23,5.061,75.63,4.0,5.0,1,1,0,0,,good
2026-07-15T00:33:00,HP-01,heating,-1.938,1.062,431.855,1678.022,5.062,75.617,4.0,5.0,1,1,0,0,,good
2026-07-15T00:33:10,HP-01,heating,-1.937,1.063,431.825,1677.814,5.063,75.604,4.0,5.0,1,1,0,0,,good
2026-07-15T00:33:20,HP-01,heating,-1.937,1.063,431.795,1677.607,5.063,75.59,4.0,5.0,1,1,0,0,,good
2026-07-15T00:33:30,HP-01,heating,-1.936,1.064,431.765,1677.4,5.064,75.577,4.0,5.0,1,1,0,0,,good
2026-07-15T00:33:40,HP-01,heating,-1.935,1.065,431.735,1677.193,5.065,75.563,4.0,5.0,1,1,0,0,,good
2026-07-15T00:33:50,HP-01,heating,-1.935,1.065,431.704,1676.986,5.065,75.549,4.0,5.0,1,1,0,0,,good
2026-07-15T00:34:00,HP-01,heating,-1.934,1.066,431.673,1676.779,5.066,75.535,4.0,5.0,1,1,0,0,,good
2026-07-15T00:34:10,HP-01,heating,-1.933,1.067,431.642,1676.572,5.067,75.521,4.0,5.0,1,1,0,0,,good
2026-07-15T00:34:20,HP-01,heating,-1.933,1.067,431.61,1676.366,5.067,75.506,4.0,5.0,1,1,0,0,,good
2026-07-15T00:34:30,HP-01,heating,-1.932,1.068,431.579,1676.16,5.068,75.491,4.0,5.0,1,1,0,0,,good
